Campaign,Who,Scraper_ID,Category,Graph Type,Facebook,Twitter,Instagram,YouTube,Migration Status,Intent Status,NOTES,type,funded,reached
Pomniv,Church,1170,14,Type 3 33/na,PÃŒ_mniv-1414887538799935,,,,Done,,,3,33,0
"""Your Call Is Important To Us""",Church,1171,7,Type 4 107/100,"tjpowerhousemedia, yourcallisimportanttousfilm",,tjpoweroz,,In Progress,,,4,107,100
Bloodline Golf's Premium Putter Stands Alone,Rosie,1172,5,Type 4 113/89,bloodlinegolf,,bloodlinegolf,,In Progress,,,4,113,89
Golf Guardian,Church,1173,9,Type 3 4/na,GolfGuardian,,,,Done,,,3,4,0
SAY HI TO YOUR MOM / VINYL RECORDS,Rosie,1174,11,Type 2 361/1,umuhoh,ericelbogen,ericelbogen,,In Progress,,,2,361,1
Kingdom of Blood,Church,1175,2,Type 1 115/90,robert.geronimo.79 (p),rgeronimoart,rgeronimoart,,In Progress,,,1,115,90
Court of the Sultana by Effincool Miniatures,Rosie,1176,9,Type 2 889/7,effincoolmini,EffinCoolMinis,,,Done,,,2,889,7
Truck Off: The Food Truck Frenzy,Rosie,1177,9,Type 2 414/1,adamsapplegames,adamsapplegames,battery_full,,In Progress,,,2,414,1
Coronary: Episode One,Church,1178,2,Type 1 104/89,ryan.burke.520900 (p),ryanburkewriter,ryanburkewriter,,In Progress,,,1,104,89
The Land of Lost Content,Church,1179,13,Type 3 41/na,,mrpatrickfry,mrpatrickfry,,In Progress,,,3,41,0
GALAPAGOS LIFE: people saving the day,Rosie,1180,7,Type 4 101/98,"Galapagosdocumentary
kumkum.bhavnani (p)",,,,In Progress,,,4,101,98
The smartest dog tracker suitable for every dog collar,Joseph,1181,14,Type 4 112/82,jaggerlewis.off,jaggerlewis_off,jaggerlewis_off,,Done,,,4,112,82
Candles Made Better: Keap's New Collection,Rosie,1182,5,Type 2 146/13,keapbk,keapbk,keapbk,,In Progress,,,2,146,13
"Hoof, Wing, and Fin",Church,1183,8,Type 3 10/na,hoofwingfinco,hoofwingfinco,hoofwingfinco,,In Progress,,,3,10,0
FutuReality Comic Book Issue 1,Joseph,1184,2,Type 3 46/na,FutuReality,FutuRealityCB,mycomicgrader,UCfrypqKM7M-spysLMbTooVQ,,,Twitter does not have tweets within campaign,3,46,0
Hammer & Sickle Cases for iPhone â€°Ã›Ã’ Beautifully Impractical.,Rosie,1185,1,Type 3 8/na,jeremybailey79 (p),jeremybailey,,,In Progress,,,3,8,0
Puppy Mama Social Media Web App,Church,1186,14,Type 3 33/na,puppymama.inc,puppymama_inc,"puppy.mama, waffles.cavapoo",UCoHKobUbghhZfn9O_jZooTg,In Progress,,,3,33,0
"BlerDCon: Diverse Anime, Cosplay, Comics, Gaming & Geek Con!",Rosie,1187,2,Type 4 107/90,blerdcondc,blerdcondc,blerdcon,,In Progress,,,4,107,90
Australi Volume One 200+ Pages,Rosie,1188,2,Type 3 21/na,Australicomic,AustraliComic,australicomic,,,,,3,21,0
Flter,Church,1189,14,Type 2 234/30,flterme,flterme,,UCvv5rWNsZMzrFLY8V9ouU7g,In Progress,,,2,234,30
Ember Blaze - True Wireless Stereo Earbuds,Rosie,1190,14,Type 2 526/7,Ember-Blaze-1791563601099510,,,,Done,,,2,526,7
A Strange Box,Church,1191,9,Type 2 814/1,montecookgames,montecookgames,,UCJ-GovscT30xbrahGMM4VAw,Done,,,2,814,1
Purple Fishing - Trump Supporters/Critics Find Common Ground,Rosie,1192,9,Type 3 8/na,"larry.nimmer (p)
PurpleFishing",,,,In Progress,,,3,8,0
Evil Inc After Dark â€°Ã›Ã“ NSFW comics with smutty superheroes,Rosie,1193,2,Type 2 237/26,EvilIncHenchpeople,guigar,,,Done,,,2,237,26
Valhalla in the Fall 2017,Rosie,1194,9,Type 1 105/92,WarGamerGirl-418233718213919,wargamer_girl,,WarGamerGirl,In Progress,,,1,105,92
Two Fold: Not-So-Basic Basics,Rosie,1195,6,Type 4 117/80,"twofoldclothing
morgan.wagstaff1 (p)",twofoldclothing,twofoldclothing,,In Progress,,,4,117,80
Women of Xal,Church,1196,9,Type 4 134/67,"ProjectTrinity (p), ProjectTrinityStudios",XunaAnswers,,ProjectTrinity,In Progress,,,4,134,67
New Books about Borders and Democracy by CrimethInc.,Rosie,1197,13,Type 2 173/24,CrimethIncDotCom,crimethinc,CrimethincDotCom,,In Progress,,,2,173,24
Live Streaming App for iPhone,Church,1198,14,Type 2 350/1,"cameleon.live.video, cameleon.software","CameleonLIVE, yatko",,CameleonLIVE,In Progress,,,2,350,1
Cursed Cards - Playing Cards,Rosie,1199,9,Type 1 135/90,"MannMadeIllustration
thomas.mann.520900 (p)",,modelmanntastic,,In Progress,,,1,135,90
"Like Father, Like Daughter #4 Comic Book (Make 100)",Rosie,1200,2,Type 4 107/76,"shortfusemedia
shortfuseeditor (p)",ShortFuseMedia,,,In Progress,,,4,107,76
Transgenesis #1: Eradication,Rosie,1201,2,Type 2 116/62,"TransgenesisComic
profile.php?id=100008320441415 (p)","transgenesis1
jaysloanart",jaysloanart,,In Progress,,,2,116,62
Pixlplay,Church,1202,14,Type 2 238/36,pixltoys,pixltoys,pixltoys,,In Progress,,,2,238,36
Exodus: Event Horizon,Church,1203,9,Type 2 561/1,NSKNGames,NSKNGames,,,Done,,,2,561,1
World's First Guitar Stand To Fit In The Palm of Your Hand,Rosie,1204,14,Type 3 8/na,BreezeInvents,,,,Done,,,3,8,0
The Veloz Hydration Pack: Fast. Forward.,Rosie,1205,5,Type 2 292/9,cotopaxigear,cotopaxi,cotopaxi,,In Progress,,,2,292,9
King's Road,Lauren,1206,9,Type 2 339/5,grailgames,grailgames,grailgames,UCcMv1h2GG1ig1uI_sK22ilA,In Progress,,,2,339,5
ashwell Smokeless Fragrant Liquid Ashtray,Rosie,1207,14,Type 3 10/na,ashwell.co,,,UCNdQe31P2To1lKoLuKIU9Ug,In Progress,,,3,10,0
Caracol Cruzando,Rosie,1208,7,Type 1 115/70,"caracolcruzando
pamelamchavez (p)",,caracolcruzando,,In Progress,,,1,115,70
Casablanca - The Gin Joint Cut (the Play),Lauren,1209,15,Type 4 110/87,casablancatheginjointcut,Casablancaginj1,casablancaginjoint,,In Progress,,,4,110,87
I'm For Peace Music Ministry,Lauren,1210,11,Type 3 0/na,IMFP.SOCIETY,r_gerald,,,Done,,,3,0,0
Supporting American Baby Boomer Heroes,Rosie,1211,10,Type 3 0/na,50PlusPrime,50plusprime,,50PlusPrime,In Progress,,,3,0,0
PICHINKU Naturally Dyed Peruvian Yarn,Rosie,1212,3,Type 2 124/48,"pichinkuyarn
dana.blair.142240 (p)",pichinkuyarn,pichinkuyarn,,In Progress,,,2,124,48
Heart and Seoul,Lauren,1213,11,Type 3 2/na,nipponacademy,nipponacademy,,,Done,,no twitter posts during campaign period,3,2,0
BloomCatch,Rosie,1214,14,Type 4 108/83,BloomCatch,BloomCatch,bloomcatch,,In Progress,,,4,108,83
Totem Cards and Gifts,Lauren,1215,1,Type 3 20/na,totemcardsandgifts,jenniferldoheny,jenniferdoheny,UCNZ6okUbZMcZawG8LkN__rg,In Progress,,no twitter posts during campaign period,3,20,0
Narah and the Unicorn: The Original Narwhal Story,Rosie,1216,13,Type 4 115/67,narahthewhale,bobbyroe1,,,Done,,,4,115,67
MÃŒ_rchen Playing Cards,Lauren,1218,9,Type 4 125/56,forgeartsco; rareplayingcards,forgeartsco; raredecks,rareplayingcards; forgearts,,In Progress,,,4,125,56
"Brother Andy's ""The Evil Eyes Of Dr. X"" Feature Film Project",Lauren,1219,7,Type 3 0/na,Brother-Andy-1062042590539234,,,,Done,,no facebook posts during campaign period,3,0,0
Free or Dead Music Video,Lauren,1220,11,Type 4 101/97,freeordeadband,mattalica78,mattalica78,,In Progress,,,4,101,97
Eclipse Sisterhood: Freeblades Fantasy Miniatures,Rosie,1221,9,Type 2 225/27,DGSGames,,,,Done,,,2,225,27
Expansion of Whitehorse Brewing,Lauren,1222,8,Type 3 4/na,whitehorsebrewingllc,whitehorsebrews,whitehorsebrewing,,In Progress,,,3,4,0
Eco friendly Luxury Bags that support children's education,Rosie,1223,6,Type 3 16/na,newglobetraveller,newglobetravel,newglobetraveller,,In Progress,,,3,16,0
Saco River Farms,Lauren,1224,8,Type 3 1/na,sacoriverfarms,,markbevan207,,In Progress,,,3,1,0
Fool to the World,Rosie,1225,13,Type 4 100/97,fttwbook,,,,Done,,,4,100,97
f/POP - Bottle Openers for Camera Straps and Photographers,Rosie,1226,5,Type 2 109/52,StarkPhoto,starkphotograph,starkphotography_,,In Progress,,,2,109,52
"The ""Wiki Generation"" Album",Lauren,1227,11,Type 4 100/94,peoplethekangaroo,ptkangaroo,peoplethekangaroo,PeopleTheKangaroo,In Progress,,,4,100,94
A Place For Everything | Short Film,Lauren,1228,7,Type 4 109/100,aplaceforeverythingfilm,,,,Done,,,4,109,100
UNLEASHED: A book to help people live a life that counts.,Rosie,1229,13,Type 1 101/97,"justinminott (p)
",justinminott,justinminott,,In Progress,,,1,101,97
Exyra - Stylish Solution For Digital Eyestrain,Lauren,1230,14,Type 2 375/8,exyraeyewear,exyraeyewear,exyraeyewear,UCWQZEbTJ4NiOLfIS6MuZHJA,In Progress,,,2,375,8
Vitamin Coffee,Lauren,1231,8,Type 3 12/na,vitcoffee,brynrayUX,brynray,,,,,3,12,0
"""TEN"" Year Anniversary Album! Songs of hope, truth and love.",Rosie,1232,11,Type 1 148/93,katmcdowellmusic,katmcdowell,katmcdowell,,In Progress,,,1,148,93
NOLO: VR Motion Tracking,Lauren,1233,14,Type 2 462/2,nolo.virtual.reality,nolo_vr,,UCzaQkS-koIgqs9EOTtF9z3w/videos,In Progress,,,2,462,2
Daughter of Titan Issue #1,Rosie,1234,2,Type 2 125/63,"richardmooneyvi (p)
Richard-Mooney-963808250381470",richard_mooney_,richard_mooney_vi,,In Progress,,,2,125,63
Luxumbra: Infinity Collectors,Rosie,1235,9,Type 2 758/1,Luxumbra-233432543708591,,luxumbra_,,In Progress,,,2,758,1
Good All Over - Pilot Episode,Rosie,1236,7,Type 1 106/89,"goodallover.tv
earlbridges3 (p)",earlbridges,goodallovertv,,In Progress,,,1,106,89
Let's Just Be Friends,Lauren,1237,7,Type 3 1/na,justfriendsfilm,justfriendsfilm,justfriendsfilm,UC6PCY8I75jT9VXe6MdUAcsQ,In Progress,,,3,1,0
Anchor & Raid,Rosie,1238,6,Type 3 5/na,,AnchorandRaid,anchorandraid,,Issue,,Won't Scrape Twitter,3,5,0
The Wall [Redux],Lauren,1239,11,Type 4 355/80,magneticeyerecords,magnetic_eye,magneticeyerecords,UC6BThiLQammY2WnICxdC50A,In Progress,,,4,355,80
Patrol Cards: The Law Enforcement Game from Snarky Cards,Rosie,1240,9,Type 3 3/na,SnarkyCardsInc,SnarkyCardsInc,,,Done,,,3,3,0
The Selah Pad,Lauren,1241,5,Type 4 130/61,The-Selah-Pad-280649519019535,,,,,,,4,130,61
Longings & Liturgies - A New Album by Dave Siverns,Rosie,1242,11,Type 4 123/73,davesivernsmusic,dsiverns,dsiverns,dsiverns,In Progress,,,4,123,73
G R A V I T Y  ep by Jennifer Holm,Rosie,1244,11,Type 4 104/87,"jenniferdholm (p)
JenniferHolmMusic",jennifer_holm,"jenniferholmmusic
jenandjeff_play",,In Progress,,,4,104,87
Launching our new Creative Talents Agency and art space,Lauren,1245,1,Type 3 1/na,oxymorelondon,oxymorelondon,oxymorelondon,,In Progress,,no twitter or facebook posts during funding period,3,1,0
100 Waves,Rosie,1246,1,Type 2 205/40,Oceans.and.Dreams,LeeMothes,leemothes,,In Progress,,,2,205,40
Everlasting Beauty - Floral Jewelry,Lauren,1247,6,Type 3 0/na,heliosandselenejewelry,heliosselene4,heliosandselenejewelry,,In Progress,,,3,0,0
Limited-Edition Strain Apparel Hoodies with SkunkPocket,Rosie,1248,6,Type 3 2/na,strainapparel,strainapparel,strain.apparel,,In Progress,,,3,2,0
Humi App - Give Less. Create More.,Lauren,1249,14,Type 3 0/na,,humi_app,,,Done,,,3,0,0
Little Star Night Light - Attaches Anywhere Indoors!,Rosie,1250,5,Type 4 111/91,littlestarnightlight,littlestarled,,,Done,,,4,111,91
"DUSK, A Graphic Novel",Rosie,1251,2,Type 2 163/16,"DuskTheComic 
KingdomActionFigures",duskthecomic,duskcomic,,In Progress,,,2,163,16
Water Resistant Athletic-Inspired Scrubs for Real Work,Lauren,1252,6,Type 3 1/na,myscrublifeca,,myscrublifeinc,,In Progress,,,3,1,0
Under California,Lauren,1253,12,Type 3 0/na,,seaworm1982,,,Done,,,3,0,0
"Apparel to Promote: Animal PRIDE, Yoga PRIDE and Self PRIDE!",Lauren,1254,6,Type 3 1/na,teamprideclothing,teampridellc,teampridellc,,In Progress,,,3,1,0
Matthew: A facade of sanity,Rosie,1255,7,Type 3 0/na,matthewindiefilm,matthewthemovie,,,Done,,,3,0,0
Flash Renegade: The Graphic Novel (Part 1-3),Lauren,1256,2,Type 3 0/na,thebadassrho,BadassRho,,WDLady1,In Progress,,,3,0,0
In Their Hands: The Keepers of the Box of Treasures,Rosie,1257,12,Type 4 105/74,DosPolacas,DosPolacas,,,Done,,,4,105,74
2017 College Football Factoids,Lauren,1258,14,Type 3 0/na,collegefootballfaniacs,CFFaniacs,,,Done,,,3,0,0
Mando Salas' Debut Album,Lauren,1259,11,Type 3 3/na,mandosalasmusic,mandosalasmusic,mandosalas_official,,In Progress,,,3,3,0
Melapix,Lauren,1260,12,Type 3 6/na,chiquedesign1,chiquedesign1,chiquedesign1,,In Progress,,,3,6,0
MSE Rover - The Professional Smartphone Camera Cage,Rosie,1261,14,Type 3 14/na,matthewsgrip,matthewsgrip,matthewsgrip,,In Progress,,,3,14,0
OSC Records,Lauren,1262,11,Type 3 0/na,SG206; osc206,,,UCeLOD-bpT7QaFczWz_sQ0Lw,In Progress,,,3,0,0
Crossroads (Short Film),Rosie,1263,7,Type 4 102/83,"crossroadsshort 
nuecklaus (p)",Crossroadsshort,crossroadsshort,,In Progress,,,4,102,83
Security Guardian USB,Lauren,1264,14,Type 3 0/na,ExactTrak-Ltd-190242424724989,exacttrak,,,In Progress,,no facebook posts during funding period,3,0,0
Ambyria: Starlight & Vengeance,Rosie,1265,9,Type 1 108/94,pawwarriorgames,PawWarriorGames,paw_warrior_games,,In Progress,,,1,108,94
indi kids: Artisan Made Indigo Clothing for Your Little Ones,Rosie,1266,6,Type 4 115/93,indikidsclothing,,indi.kids,,In Progress,,,4,115,93
Deadweights Sitcom,Lauren,1267,7,Type 3 1/na,boltonsitcom,Dead_weights,,,,,,3,1,0
Petition Sweden to Recognize Badin as a Prince,Lauren,1269,2,Type 3 6/na,ericcmbasiralltforsverige,theblackrhino77,blackrhinoillustration,TheBlackRhino007,In Progress,,,3,6,0
New AI App will Teach Children Critical Communication Skills,Rosie,1270,14,Type 3 13/na,blupears,blupears,,,Done,,,3,13,0
Mexican Textile Project,Rosie,1271,3,Type 4 102/93,weaving.hand,,weavinghand,,In Progress,,,4,102,93
Longest Pizza in the World 2017,Lauren,1272,8,Type 3 0/na,pizzaovens,pizzaovens,,,Done,,,3,0,0
Aqua Dragons in Space! STEM project for kids 6-99 years old,Rosie,1273,14,Type 2 106/57,aquadragonswa,aquadragons,aquadragons,,In Progress,,,2,106,57
Fenris Games - Rise of the Draugr,Rosie,1275,9,Type 2 218/1,FenrisGames,FenrisGames,,,Done,,,2,218,1
Husband and Husband Volume 1,Rosie,1276,2,Type 2 357/13,husbandandhusband,husbandstweet,husbandandhusband,husbandandhusbandvideo,In Progress,,,2,357,13
"""The Tree: A Folk Tale"" Fantasy Short Film",Lauren,1277,7,Type 3 70/na,cyclemovie; thetreeafolktale,kristrauma,,,Done,,,3,70,0
FLATPAC: Just Pack & Unpack In A Second,Rosie,1278,5,Type 2 869/1,tronnovate,TRONNOVATE,tronnovate,,In Progress,,,2,869,1
"Japanese Traditional Kimono Fabric Meets ""HIHAKU GLASS""",Rosie,1279,5,Type 2 153/24,,Epic_Japan88,epic_japan,,In Progress,,,2,153,24
Sealopus & the Kawaii Revolution Series 1 Collection,Lauren,1280,5,Type 3 7/na,hashimotostudios,hashimototweets,,UCot9IygoeKJEsX2Z2DvyMhw,In Progress,,,3,7,0
"""And We'll All Go Together"" - a new Hobbyhorse album EP",Rosie,1281,11,Type 2 178/46,"hobbyhorsemusic
",hobbyhorsemusic,,,Done,,,2,178,46
Beyond Crude - Art for Environmental Change,Rosie,1282,1,Type 3 13/na,,roboscheid,,,Done,,,3,13,0
Vincent Van Gogh Action Figure,Rosie,1285,5,Type 2 713/24,todayisartday,todayisartday,todayisartday,,In Progress,,,2,713,24
The Organic Lens,Lauren,1286,10,Type 3 5/na,juliakayphotography,,the.organic.lens,,In Progress,,,3,5,0
SF - Use your feetâ€°Ã›_to take the perfect selfie!,Rosie,1287,14,Type 3 51/na,SelfieFeetOfficial,SelfieFeet,selfiefeetOfficial,UCxOUhyPpgCdktmK3CyYG26Q,In Progress,,,3,51,0
Blood Oil - A documentary film by Forrest and Kalen Goodluck,Rosie,1288,7,Type 2 210/26,,kalengoodluck,forrestgoodluck,,In Progress,,,2,210,26
FinTail Fusions Customized Swimmable Hybrid Mermaid Tails,Rosie,1289,6,Type 4 106/97,FinTailFusions,,,,Done,,,4,106,97
SmartUV Camera,Church,1290,14,Type 4 106/86,Nurugo1,Nurugo_SmartUV,,UC8DIaCSakVYkT0EnuGBFaTA,In Progress,,,4,106,86
Megan Venzin,Church,1291,7,Type 3 7/na,festtheseries,festtheseries,FESTtheSERIES,UCTngJ6ouf7AEdoFrc91dgOA,In Progress,,,3,7,0
Pure Levain Mobile Kitchen,Lauren,1292,8,Type 3 0/na,purelevain,,,,Done,,,3,0,0
Not Twins - New EP,Church,1293,11,Type 2 135/41,NotTwins,nottwins,,NotTwinsBand,In Progress,,,2,135,41
Gold Collector Cards,Lauren,1294,5,Type 3 0/na,bubblesmichele,bubblesmichele1,bubblesmichele,,In Progress,,,3,0,0
Faulty Bones,Lauren,1295,13,Type 3 2/na,authorjmfraser,,,,Done,,,3,2,0
Patara Shoes,Church,1296,6,Type 2 296/26,patarashoes,patarashoes,patarashoes,,In Progress,,,2,296,26
God's Forgotten Treasures,Lauren,1297,13,Type 3 14/na,What-is-Truth-Forgotten-Treasures-1014904215282950,,,,Done,,,3,14,0
Suburban Farm Focused on Community Empowerment,Lauren,1298,8,Type 3 3/na,,,deborahannfarms,,In Progress,,,3,3,0
ODDBALL,Lauren,1300,9,Type 3 4/na,,oddball_game,,,Done,,,3,4,0
The Brownies' Book,Church,1301,13,Type 3 40/na,"jessica.simone.391 (p), thebrowniesbook",thebrowniesbook,thebrowniesbook,,In Progress,,,3,40,0
Milivoj Ceran,Church,1302,13,Type 2 834/1,"Norse-Mythology-book-853014011422948, mceran.art (p), theArtOrder",ArtOrder,"theartorder, mceran.art",,In Progress,,,2,834,1
Illusion Trails,Lauren,1303,9,Type 3 9/na,"john.bomhoff (p), illusiontrails",jbomhoff,,,Issue,,twitter is not scraping!,3,9,0
Winds of Change (Twitter 502),Lauren,1304,9,Type 2 390/3,klacethehusky,klace (502),,,Issue,,,2,390,3
Makersmiths Purcellville,Church,1305,14,Type 4 104/93,makersmiths,,,,In Progress,,,4,104,93
Lost & Found,Lauren,1306,7,Type 4 109/90,lostnfoundshort,lostnfoundshort; cdstreeter,,,Done,,,4,109,90
Antidote: Lab Alliance,Church,1307,9,Type 2 731/1,"bellwethergames, antidotecardgame",bellwethergames,,,Done,,,2,731,1
JellyTank,Lauren,1308,5,Type 2 755/7,jellytanks,jellytanks,jelly.tank,,In Progress,,,2,755,7
Alter-Life Issue 2,Church,1309,2,Type 4 100/100,"calebthusat (p), alterlifecomic, villagecomicbooks","calebthusat, AlterLifeComic",,,In Progress,,,4,100,100
Walk In Peace: Downtown Phoenix Mural (FACEBOOK 502),Church,1311,1,Type 3 19/na,"evkmselfdefense, evkmphoenix (502)",,evkmselfdefense,,Issue,,,3,19,0
"""Not Forgotten""",Lauren,1312,2,Type 4 108/97,notforgottenanthology,einarmasson,,,Issue,,twitter not scraping,4,108,97
Quest for Virtue,Church,1313,13,Type 3 23/na,growinvirtue,growinvirtue,growinvirtue,,In Progress,,,3,23,0
Leverage Bottle Openers,Lauren,1314,5,Type 4 110/83,wanderworkshop,,wanderworkshop,,In Progress,,,4,110,83
Letter Baby,Church,1315,6,Type 3 17/na,OfficialLetterBaby,,officialletterbaby,,In Progress,,,3,17,0
A Handwriting Workbook for the 21st Century,Lauren,1316,13,Type 4 111/73,,petelaffin,,,Issue,,Twitter won't scrape,4,111,73
Campy Creatures,Church,1317,9,Type 2 519/6,KeymasterGamesLLC,KeymasterGames,keymastergames,,In Progress,,,2,519,6
Common Ground: A Frontier Fantasy Story,Lauren,1318,13,Type 2 160/13,pancoastillustration,rpancoast_art,rpancoast_illustration,UCraWV4yO70xqqyTmqLQw8IA,In Progress,,,2,160,13
After 12 Thefts (TWITTER 502),Church,1319,14,Type 3 1/na,,frank1569 (502),frankallen1569,,Issue,,,3,1,0
Vaquform,Lauren,1320,14,Type 2 355/3,vaquform,vaquform,vaquform,UCpQ3u0fk7VmW96pyS5yjqeA,In Progress,,,2,355,3
Delphin: Run & Swim,Church,1321,14,Type 4 152/77,UnderwaterAudio,underwateraudio,underwateraudio,,In Progress,,,4,152,77
Koj Cheltenham,Lauren,1322,8,Type 4 109/88,kojcheltenham,kojcheltenham,kojcheltenham,,In Progress,,,4,109,88
GROWLER CHILL,Church,1323,14,Type 2 381/1,growlerchill,GrowlerChill,growlerchill,,In Progress,,,2,381,1
Harvard-Radcliffe Orchestra 2017 Argentina Tour,Lauren,1324,11,Type 4 125/93,hrorchestra,,,,Done,,,4,125,93
La Giara (The Water Jug),Church,1325,13,Type 4 109/100,minasbrazilianmusic,Minasmusic1,,Minasbrazilianmusic,In Progress,,,4,109,100
"Finishing ""6 Dynamic Laws for Success"" A Noir Comedy",Lauren,1326,7,Type 4 101/100,,gregorybayne,gregorybayne,,In Progress,,,4,101,100
Cilantro Condiment,Church,1328,8,Type 3 2/na,SiloSauce,,SiloSauce,,In Progress,,,3,2,0
"The Alt-Right, Trump & Me",Church,1329,13,Type 2 384/20,themikemalloyshow,MikeMalloyShow,,hschulein,In Progress,,,2,384,20
Eurovision 2017 Videos,Lauren,1330,7,Type 3 51/na,overthinkingit,overthinkingit,,overthinkit,In Progress,,,3,51,0
Pizza Cat is the best,Church,1331,8,Type 3 1/na,pzzacat,,,,Done,,,3,1,0
Lucid: Morpheus Edition,Lauren,1332,9,Type 2 175/13,metagamesinc,metagamesinc,,UCIJz9uG7DVsYm5wBCBsE3Mg,In Progress,,,2,175,13
Brother Crow Comic Book Issue #1,Lauren,1333,2,Type 4 101/93,brothercrowcomic,,justinrueff,,In Progress,,,4,101,93
More Than Poutine,Church,1334,13,Type 2 359/9,CelebrationGeneration,OverlordMarie,overlordmarie,,In Progress,,,2,359,9
Developer Relations: A Book for Technology Professionals,Lauren,1335,13,Type 2 131/23,,bwest,brandonmwest,,In Progress,,,2,131,23
Bedlam Hall,Church,1336,9,Type 2 347/8,MonkeyfunStudios,MonkeyfunStudio,monkeyfunstudios,UC-lSIMnzDIGRjSiAFvDo91w,In Progress,,,2,347,8
The Other - A Short Film,Church,1337,7,Type 1 133/67,theothershort,theothershort,theothershort,,In Progress,,,1,133,67
Electric Toothbrushes With Quarterly Refills - Brusher Club,Lauren,1338,14,Type 3 8/na,brusherclub,brusherclub,brusherclub,,In Progress,,,3,8,0
Manafest,Church,1339,7,Type 4 183/73,manafest,manafest,manafest,ManafestVideos,In Progress,,,4,183,73
Printz Dance Project: GLASSlands,Church,1340,4,Type 1 112/84,printzdanceproject,,printzdanceproject,,In Progress,,,1,112,84
Clean Labor,Church,1341,4,Type 4 107/77,moreartnyc,moreart,moreartnyc,,In Progress,,,4,107,77
Biketopia: Feminist Bicycle Science Fiction Stories,Lauren,1342,13,Type 2 155/50,takingthelane,ellyblue,blueyell,,In Progress,,,2,155,50
Perseus Eco-Clothing,Church,1343,6,Type 3 9/na,perseuseco,perseus_eco,perseusecoclothing,,In Progress,,,3,9,0
The Bicycle Firecracker Playing Cards,Lauren,1344,9,Type 3 115/40,The-Futurist-Co-445510649143597,,thefuturistco,,In Progress,,,3,115,0
"CHIPPO: The New Golf Game for Beach, Backyard & Tailgate",Joseph,1345,9,Type 2 1994/3,ChippoGolf,ChippoGolf,chippogolf,UCaBCCWkkwehNltHgJ4SdWIQ,In Progress,,,2,1994,3
"World's Finest Wardrobe Accessories, Made in Portland, Ore.",Lauren,1346,6,Type 4 101/87,wildwoodcompany,wildwoodbespoke,wildwoodcompany,,In Progress,,no facebook/twitter posts during period,4,101,87
The World's Toughest Headphones,Lauren,1347,14,Type 2 122/60,outdoortechnology,outdoortech,outdoortech,,In Progress,,,2,122,60
"""Love So Hard"" Music Video",Lauren,1349,11,Type 3 37/na,,pierson_music,pierson_music,,In Progress,,,3,37,0
Macchina,Lauren,1350,14,Type 2 567/3,macchinahardware,macchinacc,,,Done,,,2,567,3
PaxBowl,Lauren,1351,5,Type 4 118/87,rykopetgear,rykopetgear,,,Done,,,4,118,87
"""We're One"" Pulse Tragedy Anniversary Tribute",Lauren,1353,11,Type 3 1/na,patrickgibsonfccb,pgcountry,,pgcountry1,In Progress,,,3,1,0
Lisa Landucci's Solo Album,Lauren,1354,11,Type 4 101/97,lisalanduccimusic,,lisalynla (private),,In Progress,,,4,101,97
Washington News Times reporting on Donald Trump,Lauren,1355,10,Type 3 0/na,,washnewstimes,,UCo_k_dmzkaK7ssPO0FhUInw,In Progress,,,3,0,0
The Drifter - Artful Toy Car,Lauren,1356,5,Type 2 839/1,candylabtoys,,candylabtoys,,In Progress,,no twitter posts during period,2,839,1
MY PERFECT TIE: Necktie with a perfect fit & a perfect knot!,Ellen,1357,6,Type 3 10/na,GentiliAbruzzo,,,,Done,,,3,10,0
Operation Phoenix,Lauren,1358,7,Type 3 6/na,operationphoenixfilm; FireFly-Film-Video-162325210486051,firefly_film,,,Done,,,3,6,0
Clark Buzz: Beekeeping Project,Lauren,1359,8,Type 2 125/46,clarkartinstitute,the_clark,clarkart,,In Progress,,,2,125,46
Fleecesters,Lauren,1360,6,Type 2 175/1,fleecesters,,fleecesters,,In Progress,,,2,175,1
Brawler,Lauren,1361,2,Type 2 126/43,cqshep,cqshep,,,Done,,,2,126,43
Everyday Gourmet Cafe,Lauren,1363,8,Type 4 58/na,everydaygourmetbakery,,edgbakery,,In Progress,,,4,58,na
King Bone Press,Lauren,1364,2,Type 3 31/na,kingbonepress,kingbonepress,kingbonepress,,In Progress,,,3,31,0
That Old Sew and Sew Quilt Shop,Lauren,1365,1,Type 3 3/na,quiltalaska,thatsewandsew,,,Done,,,3,3,0
Romeo & Juliet Movie,Lauren,1366,7,Type 3 0/na,,randjincamden,,,Done,,,3,0,0
The Little Particle That Could: Available September 2017,Lauren,1367,13,Type 2 230/43,,jayrodriguez,,UCXzpK6uIPn9vG0Fcpyu6DwA,In Progress,,,2,230,43
Little Foxes,Lauren,1368,1,Type 2 205/9,bunnywithatoolbelt,bunnywatoolbelt,bunnywithatoolbelt,,In Progress,,,2,205,9
Dragon Brew,Lauren,1369,9,Type 2 201/27,augustgames,bgandbrew,,,In Progress,,,2,201,27
Tremendously Beautiful Art,Church,1370,13,Type 3 1/na,,TrumpArtHistory,,,Done,,,3,1,0
2017-18 Fireball Newsflash,Church,1371,9,Type 1 100/100,,xwords,,,Done,,,1,100,100
